Index,Book Name,Author,Rating,Number of Votes,Score
9305,"A Conspiracy of Kings (The Queen's Thief, #4)",Megan Whalen Turner,4.1,27531,463
9306,"Return to Paradise (Leaving Paradise, #2)",Simone Elkeles,4.02,33585,463
9307,I'm With You,Allie Frost,4.24,373,463
9308,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,4.26,86923,463
9309,All Your Twisted Secrets,Diana Urban,3.51,21438,463
9310,"Last to Die (Rizzoli & Isles, #10)",Tess Gerritsen,4.13,34925,463
9311,The Milagro Beanfield War,John Nichols,4.1,10567,462
9312,Rifles for Watie,Harold Keith,3.93,10705,462
9313,"The Religion (Tannhauser, #1)",Tim Willocks,4.11,3373,462
9314,"The Wayfarer Redemption (Wayfarer Redemption, #1)",Sara Douglass,3.96,17051,462
9315,L'avare,Molière,3.57,33409,462
9316,Dr. Franklin's Island,Ann Halam,3.93,2626,462
9317,Food of the Gods: The Search for the Original Tree of Knowledge,Terence McKenna,4.12,12190,462
9318,"Never Have I Ever (The Lying Game, #2)",Sara Shepard,3.98,21101,462
9319,"Valley of Silence (Circle Trilogy, #3)",Nora Roberts,4.25,30911,462
9320,Do Not Say We Have Nothing,Madeleine Thien,3.92,23153,462
9321,And Every Morning the Way Home Gets Longer and Longer,Fredrik Backman,4.33,100103,462
9322,"The Book Woman of Troublesome Creek (The Book Woman of Troublesome Creek, #1)",Kim Michele Richardson,4.22,234118,462
9323,Le Chant d'Achille,Madeline Miller,4.32,1647654,462
9324,"Eldvittnet (Joona Linna, #3)",Lars Kepler,4.11,26651,462
9325,"The Last Tudor (The Plantagenet and Tudor Novels, #14)",Philippa Gregory,3.86,23995,462
9326,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,3.85,38734,461
9328,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,3.93,26378,461
9329,"Magic and Other Misdemeanors (The Sisters Grimm, #5)",Michael Buckley,4.32,20187,461
9330,París (Caballo de Fuego #1),Florencia Bonelli,4.29,5370,461
9331,The Gift,Cecelia Ahern,3.7,28551,461
9332,"The Divergent Series 2-Book Collection (Divergent, #1-2)",Veronica Roth,4.53,15133,461
9333,"Anew (The Archers of Avalon, #1)",Chelsea Fine,3.91,14277,461
9334,"My Love Lies Bleeding (Drake Chronicles, #1)",Alyxandra Harvey,3.96,17654,461
9335,A Red Herring Without Mustard (Flavia de Luce #3),Alan Bradley,4.05,45451,461
9336,"The Book of Ivy (The Book of Ivy, #1)",Amy Engel,4.13,24866,461
9337,Blood Fund: A Novel,R.C. Westyn,4.23,102,461
9338,Venuto al mondo,Margaret Mazzantini,4.33,9710,461
9339,"Ojo por ojo (Talion, #1)",J.K. Franko,4.26,4023,461
9340,"Ricochet (Addicted, #2)",Krista Ritchie,3.77,92531,461
9341,The Griffin & Sabine Trilogy,Nick Bantock,4.37,2973,460
9342,Fever Pitch,Nick Hornby,3.77,41888,460
9343,The Good Women of China: Hidden Voices,Xinran,4.31,12471,460
9344,"The Faithful Spy (John Wells, #1)",Alex Berenson,4.02,17440,460
9345,Keep the Aspidistra Flying,George Orwell,3.89,22796,460
9346,Maitreyi,Mircea Eliade,3.8,24010,460
9347,"Alpha (Shifters, #6)",Rachel Vincent,4.3,15036,460
9348,Groundwork of the Metaphysics of Morals,Immanuel Kant,3.83,21052,460
9349,The Hare With Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,3.95,59237,460
9350,"Light in the Shadows (Find You in the Dark, #2)",A. Meredith Walters,4.2,16827,460
9352,"Sin Undone (Demonica, #5)",Larissa Ione,4.31,28657,460
9353,A Small Place,Jamaica Kincaid,4.05,15756,460
9354,"Vigilante (Vigilante, #1)",Claude Bouchard,3.85,1521,460
9355,"Lady Smoke (Ash Princess Trilogy, #2)",Laura Sebastian,3.96,35441,460
9356,"Instant Karma (Fortuna Beach, #1)",Marissa Meyer,3.75,22581,460
9357,Somebody's Daughter,Ashley C. Ford,4.03,68442,460
9358,A Time for Change: How White Supremacy Ideology Harms All Americans,Martha R Bireda,4.32,193,460
9359,A Three Dog Life,Abigail Thomas,3.78,9390,459
9360,"Naked Empire (Sword of Truth, #8)",Terry Goodkind,3.83,55017,459
9361,"The Enchanted Forest Chronicles (The Enchanted Forest Chronicles, #1-4)",Patricia C. Wrede,4.5,10645,459
9363,"The Renegade Hunter (Argeneau, #12; Rogue Hunter, #3)",Lynsay Sands,4.33,15532,459
9364,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",Heather Brewer,4.23,21294,459
9365,Stonehenge,Bernard Cornwell,3.68,12722,459
9366,The Return,Victoria Hislop,3.91,13848,459
9367,Le Voleur d'ombres,Marc Levy,3.91,7809,459
9368,"Just One Year (Just One Day, #2)",Gayle Forman,3.88,44506,459
9369,رجال في الشمس,Ghassan Kanafani,4.21,22375,459
9370,Don't Let Go,Harlan Coben,4.05,74228,459
9371,"Cuentos de amor, de locura y de muerte",Horacio Quiroga,3.99,18134,459
9372,Listen to Your Heart,Kasie West,3.84,20214,459
9373,A Spark of Light,Jodi Picoult,3.75,151772,459
9374,"The Wild Robot (The Wild Robot, #1)",Peter Brown,4.17,76236,459
9375,"La Nuit où les étoiles se sont éteintes (La Nuit où les étoiles se sont éteintes, #1)",Nine Gorman,4.31,11939,459
9376,"Saving 6 (Boys of Tommen, #3)",Chloe Walsh,4.48,90372,459
9377,300,Frank Miller,3.98,53161,458
9378,"Divine Misdemeanors (Merry Gentry, #8)",Laurell K. Hamilton,4.07,26149,458
9379,Puhdistus,Sofi Oksanen,3.91,19024,458
9380,"The Viper's Nest (The 39 Clues, #7)",Peter Lerangis,3.98,45542,458
9381,"Lullaby (Watersong, #2)",Amanda Hocking,3.84,14112,458
9382,The Treachery of Beautiful Things,Ruth Frances Long,3.81,5680,458
9383,رغم الفراق,نور عبدالمجيد,3.94,9183,458
9384,The Girl Who Was Supposed to Die,April Henry,4.04,13104,458
9385,"Grim (Tornians, #1)",M.K. Eidem,4.09,11566,458
9386,"The Wind Singer (Wind on Fire, #1)",William Nicholson,3.87,18344,458
9387,Sick Fux,Tillie Cole,3.88,20066,458
9388,"The Dionysus Connection (Perception Series, #1)",Liz Cowan,4.23,79,458
9389,Without,Brian Dennis Hartford,4.25,152,458
9390,"Watchmen #1: At Midnight, All The Agents… (Watchmen, #1)",Alan Moore,4.33,180953,458
9391,La carte et le territoire,Michel Houellebecq,3.95,22732,458
9392,Oona Out of Order,Margarita Montimore,3.86,87463,458
9393,"Redeeming 6 (Boys of Tommen, #4)",Chloe Walsh,4.63,74040,458
9395,"Dawn on a Distant Shore (Wilderness, #2)",Sara Donati,4.23,18947,457
9396,Look Back in Anger,John Osborne,3.54,12356,457
9397,"Joust (Dragon Jousters, #1)",Mercedes Lackey,4.05,12084,457
9398,"The Last Thing I Remember (The Homelanders, #1)",Andrew Klavan,4.01,7425,457
9399,An Object of Beauty,Steve Martin,3.77,106508,457
9400,"The Walking Dead, Book One",Robert Kirkman,4.35,37441,457
9401,"The Maze Runner Series (The Maze Runner, #0.4-3)",James Dashner,4.24,16214,457
9402,The Reason,William Sirls,4.23,990,457
9403,"Rise of the Huntress (The Last Apprentice / Wardstone Chronicles, #7)",Joseph Delaney,4.18,14733,457
9404,"Shadow Team GB (Starbirth, #3)",J.M. Johnson,4.77,106,457
9405,Freedom or Death,Nikos Kazantzakis,4.25,3244,457
9406,The Overcoat,Nikolai Gogol,4.15,45265,457
9407,"The Diabolic (The Diabolic, #1)",S.J. Kincaid,4.05,26547,457
9408,Rework,Jason Fried,3.98,169034,457
9409,"Skyhunter (Skyhunter, #1)",Marie Lu,4.04,21847,457
9410,"Exit Music (Inspector Rebus, #17)",Ian Rankin,4.13,17393,457
9411,Nada,Carmen Laforet,3.83,32014,456
9412,Me & Emma,Elizabeth Flock,3.91,21997,456
9413,Eagle in the Snow,Wallace Breem,4.13,2732,456
9414,"Bite Me If You Can (Argeneau, #6)",Lynsay Sands,4.28,21685,456
9415,The Sound of Waves,Yukio Mishima,3.77,20780,456
9416,"Just One Damned Thing After Another (The Chronicles of St Mary's, #1)",Jodi Taylor,3.87,47997,456
9417,Murphy,Samuel Beckett,3.82,6081,456
9418,Le Cid,Pierre Corneille,3.59,15584,456
9419,Fuel the Fire (Calloway Sisters #3),Krista Ritchie,4.38,39053,456
9420,"Slow Burn (Lost Kings MC, #1)",Autumn Jones Lake,3.97,11261,456
9421,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,3.95,23505,456
9422,The Importance of Being Wild,J.J. Sorel,4.24,150,456
9423,Das Kapital,Karl Marx,4.08,21898,456
9424,Funny Story,Emily Henry,4.25,675948,456
9425,"The Complete Far Side, 1980–1994",Gary Larson,4.69,7159,455
9426,"Many Waters (Time Quintet, #4)",Madeleine L'Engle,3.96,48816,455
9427,The Journeyer,Gary Jennings,4.32,3915,455
9428,"Koning van Katoren (Katoren, #1)",Jan Terlouw,4.13,9721,455
9429,Term Limits,Vince Flynn,4.33,37055,455
9430,A History of Western Philosophy,Bertrand Russell,4.13,39916,455
9431,"The Chaos (Numbers, #2)",Rachel Ward,3.8,8421,455
9432,"Indebted (The Premonition, #3)",Amy A. Bartol,4.34,22546,455
9433,The Gift of Rain,Tan Twan Eng,4.28,16523,455
9434,The Master Butchers Singing Club,Louise Erdrich,4.06,25490,455
9435,Black Ice,Becca Fitzpatrick,3.87,34029,455
9436,How to Fall in Love,Cecelia Ahern,3.99,26804,455
9437,"Ace of Shades (The Shadow Game, #1)",Amanda Foody,3.83,20430,455
9438,The Unexpected Everything,Morgan Matson,3.99,40799,455
9439,Night Train,Martin Amis,3.39,8243,455
9440,Swing Time,Zadie Smith,3.56,74768,455
9441,Dear Edward,Ann Napolitano,4.08,194479,455
9442,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,3.87,28070,455
9443,Vanished: True Stories from Families of Australian Missing Persons,Nicole Morris,4.31,365,455
9444,Angels Fall,Nora Roberts,4.04,50712,454
9445,"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack, #6)",L.A. Meyer,4.26,7751,454
9446,The Little Vampire,Angela Sommer-Bodenburg,4.06,5677,454
9447,"The Kill Artist (Gabriel Allon, #1)",Daniel Silva,4.01,88628,454
9448,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,3.99,11928,454
9449,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",Joy Adamson,4.16,33578,454
9450,"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,4.26,27362,454
9451,The Man from St. Petersburg,Ken Follett,3.94,33454,454
9452,"Mystic (Soul Seekers, #3)",Alyson Noel,3.98,5148,454
9453,Zom-B,Darren Shan,3.57,8519,454
9454,"Something Like Summer (Something Like, #1)",Jay Bell,4.02,12019,454
9455,"Towards Zero (Superintendent Battle, #5)",Agatha Christie,3.94,25215,454
9456,The Mustachioed Woman of Shanghai,Isham Cook,4.41,186,454
9457,Endgame,Samuel Beckett,3.79,22686,453
9458,A Child's Garden of Verses,Robert Louis Stevenson,4.28,26337,453
9460,Elmer Gantry,Sinclair Lewis,4.01,6030,453
9461,"One, No One, and One Hundred Thousand",Luigi Pirandello,4.04,25663,453
9462,The Kingdom of God Is Within You,Leo Tolstoy,4.12,4576,453
9463,"Eye of the Oracle (Oracles of Fire, #1)",Bryan Davis,4.13,3546,453
9464,"Demons of the Ocean (Vampirates, #1)",Justin Somper,3.83,10137,453
9465,"The Wheel of Darkness (Pendergast, #8)",Douglas Preston,3.97,31386,453
9467,Torn (All Torn Up #1),Carian Cole,4.05,36292,453
9468,The Georgia Express: A Tale of the Civil War,Phillip Urlevich,4.14,63,453
9469,"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich,3.99,86391,453
9470,The Transhumanism Handbook,Newton Lee,4.23,294,453
9471,"This Poison Heart (This Poison Heart, #1)",Kalynn Bayron,4.12,27904,453
9472,"Sinners Condemned (Sinners Anonymous, #2)",Somme Sketcher,4.16,52222,453
9473,"The High Auction (Wisdom Revolution, #1)",Misba,4.71,15047,453
9474,"City of Masks (Stravaganza, #1)",Mary Hoffman,3.93,16468,452
9475,Feel the Fear and Do It Anyway,Susan Jeffers,4.01,35402,452
9476,The Cat Who Walks Through Walls,Robert A. Heinlein,3.71,23594,452
9477,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,3.75,21253,452
9478,"The Darkangel (Darkangel Trilogy, #1)",Meredith Ann Pierce,3.91,9488,452
9479,"The Fourth Apprentice (Warriors: Omen of the Stars, #1)",Erin Hunter,4.32,19226,452
9480,"Raising Dragons (Dragons in Our Midst, #1)",Bryan Davis,3.89,7940,452
9481,Billiards at Half-Past Nine,Heinrich Böll,3.92,4575,452
9482,The Dreamers,gilbert-adair,3.61,3049,452
9483,Contest,Matthew Reilly,3.99,16561,452
9484,Cry No More,Linda Howard,4.14,15720,452
9485,"Knight (Unfinished Hero, #1)",Kristen Ashley,3.92,55782,452
9486,"Let the Storm Break (Sky Fall, #2)",Shannon Messenger,4.13,7077,452
9487,"Dance Upon the Air (Three Sisters Island, #1)",Nora Roberts,4.21,72767,452
9488,Complicity,Iain Banks,3.91,13151,452
9489,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,3.91,27157,452
9490,Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness,Robert Specht,4.33,9267,451
9491,Hiroshima mon amour,Marguerite Duras,3.88,6317,451
9492,Shade's Children,Garth Nix,3.91,13368,451
9493,"The Gods of Gotham (Timothy Wilde, #1)",Lyndsay Faye,3.87,16290,451
9494,Skull Full of Kisses,Michael West,4.15,73,451
9495,"The Crown of Embers (Fire and Thorns, #2)",Rae Carson,4.17,47637,451
9496,"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St. Clair,3.81,362982,451
9497,"Real Friends (Real Friends, #1)",Shannon Hale,4.22,41943,451
9498,From Here to Eternity: Traveling the World to Find the Good Death,Caitlin Doughty,4.3,42814,451
9499,The Holdout,Graham Moore,3.83,33801,451
9500,"Through a Glass, Darkly",Helen McCloy,3.78,493,451
9501,Malevil,Robert Merle,4.25,5197,450
9502,The Book of Sand and Shakespeare's Memory,Jorge Luis Borges,4.11,15070,450
9504,"The Wide-Awake Princess (Wide-Awake Princess, #1)",E.D. Baker,4.12,13866,450
9505,Parade's End,Ford Madox Ford,3.87,6692,450
9506,Shadows in Paradise,Erich Maria Remarque,4.16,5190,450
9507,Parnassus on Wheels,Christopher Morley,4.04,9787,450
9508,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,4.2,63000,450
9509,"The Sandman, Vol. 10: The Wake",Neil Gaiman,4.52,50861,450
9510,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,3.84,43021,450
9511,حكايات فرغلي المستكاوي,حسن الجندي,3.58,11913,450
9512,"Sweet Hope (Sweet Home, #3; Carillo Boys, #2)",Tillie Cole,4.5,12201,450
9513,In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer,Steven A. Curley,4.35,465,450
9514,Sultana's Dream,Rokeya Sakhawat Hossain,3.89,2162,450
9515,"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.49,234353,450
9516,Don't Look Now,du maurier,3.82,8920,450
9517,The Puzzle Ring,Kate Forsyth,4.11,986,449
9518,"Witch Song (Witch Song, #1)",Amber Argyle,3.69,5584,449
9519,"Le deuxième sexe, I",Simone de Beauvoir,4.22,5339,449
9520,"Torrent (River of Time, #3)",Lisa Tawn Bergren,4.3,10221,449
9521,"Remember Me (Remember Me, #1-3)",Christopher Pike,4.13,9474,449
9522,"Girl, Missing (Girl, Missing, #1)",Sophie McKenzie,3.82,17587,449
9523,The Rotters' Club,Jonathan Coe,3.96,14796,449
9524,"Carter Reed (Carter Reed, #1)",Tijan,3.99,37691,449
9525,Ecstasy,Irvine Welsh,3.61,10779,449
9526,"Married by Morning (The Hathaways, #4)",Lisa Kleypas,4.14,45472,449
9527,"High Couch of Silistra (Silistra, #1)",Janet E. Morris,3.58,454,449
9528,Stitches: A Memoir,David Small,4.06,27310,449
9529,Dept. of Speculation,Jenny Offill,3.76,56282,449
9530,Una historia de ayer,Sergio Cobo,4.56,13653,449
9531,Flowers from the Storm,Laura Kinsale,4.07,16706,449
9532,"Three Bags Full (Sheep Detective Story, #1)",Leonie Swann,3.65,14096,449
9533,"So Long, See You Tomorrow",William Maxwell,3.9,12904,448
9534,"Maximum Security (CHERUB, #3)",Robert Muchamore,4.26,25216,448
9535,Skallagrigg,William Horwood,4.53,873,448
9536,"Narrenturm (Trylogia husycka, #1)",Andrzej Sapkowski,4.03,12030,448
9537,A Perfect Day for Bananafish,J.D. Salinger,4.28,12065,448
9538,The Half Brother,Lars Saabye Christensen,4.12,3984,448
9539,"The Pledge (The Pledge, #1)",Kimberly Derting,3.79,28903,448
9540,"It Happened One Wedding (FBI/US Attorney, #5)",Julie James,4.06,17015,448
9541,"The Unwanted Wife (Unwanted, #1)",Natasha Anders,3.78,53552,448
9542,Everything Leads to You,Nina LaCour,3.84,34657,448
9543,"Betrayal High (Zachary Blake Legal Thriller, #5)",Mark M. Bello,4.29,250,448
9544,Still Beating,Jennifer Hartmann,4.24,136387,448
9545,Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,4.08,6930,448
9546,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",Michael Connelly,4.21,71880,447
9547,"Fables, Vol. 1: Legends in Exile",Bill Willingham,3.98,141485,447
9548,Ride the Wind,Lucia St. Clair Robson,4.39,6090,447
9549,"Doctor No (James Bond, #6)",Ian Fleming,3.81,24484,447
9550,"Janitors (Janitors, #1)",Tyler Whitesides,3.91,8437,447
9551,Monkey: The Journey to the West,Wu Cheng'en,4.04,7328,447
9552,"Vurt (Vurt, #1)",Jeff Noon,4.04,9959,447
9553,El camino,Miguel Delibes,4.08,11009,447
9554,"Before (After, #5)",Anna Todd,3.69,73949,447
9555,Waiting Period,Hubert Selby Jr.,3.36,1435,447
9556,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,4.01,104119,447
9557,The Complete Poems,Percy Bysshe Shelley,4.09,8375,446
9558,Supernova: Petir,Dee Lestari,3.96,9511,446
9559,"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock,3.75,28211,446
9560,The Collected Poems,Sylvia Plath,4.24,47012,446
9561,"Queen of Song and Souls (Tairen Soul, #4)",C.L. Wilson,4.28,10728,446
9562,Something Like Fate,Susane Colasanti,3.68,20138,446
9563,The Magician's Elephant,Kate DiCamillo,3.87,26447,446
9564,Un Lun Dun,China Miéville,3.83,19178,446
9565,"Blood Kiss (Black Dagger Legacy, #1)",J.R. Ward,4.32,30163,446
9566,"Mythago Wood (Mythago Wood, #1)",Robert Holdstock,3.77,10477,446
9567,Bounty from the Box: The CSA Farm Cookbook,Mi Ae Lipe,4.37,111,446
9568,The March Of Folly: From Troy To Vietnam,Barbara W. Tuchman,4.02,6914,445
9569,The Rebel,Albert Camus,4.14,16793,445
9570,Island of the Sequined Love Nun,Christopher Moore,3.81,33031,445
9571,"Tangled Webs (The Black Jewels, #6)",Anne Bishop,4.07,13227,445
9572,Strength in What Remains: A Journey of Remembrance and Forgiveness,Tracy Kidder,4.04,16844,445
9573,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,4.36,23688,445
9574,"What's Left of Me (What's Left of Me, #1)",Amanda Maxlyn,4.26,8224,445
9575,"The Judgement (Ruin, #3)",Lucian Bane,4.36,303,445
9576,"Defy (Defy, #1)",Sara B. Larson,3.74,23495,445
9577,The One Minute Manager,Kenneth H. Blanchard,3.95,141452,445
9578,"The Way of the Warrior (Young Samurai, #1)",Chris Bradford,4.24,8584,445
9579,"Layman's Handbook, A journey to SELF",Aidan Mc Nally,4.4,121,445
9580,"The Word is Murder (Hawthorne & Horowitz, #1)",Anthony Horowitz,3.93,83737,445
9581,Platero y yo,Juan Ramón Jiménez,3.83,9872,444
9582,"Wondrous Strange (Wondrous Strange, #1)",Lesley Livingston,3.69,21106,444
9583,"The Nightmare (Joona Linna, #2)",Lars Kepler,3.83,29514,444
9584,The Probability of Miracles,Wendy Wunder,3.9,10131,444
9585,The Prize,Julie Garwood,4.22,31353,444
9586,Cop Town,Karin Slaughter,3.91,39418,444
9587,Voluntary Madness,Vicki Hendricks,3.54,226,444
9588,"The Charlemagne Pursuit (Cotton Malone, #4)",Steve Berry,3.92,21927,444
9590,Iphigenia in Aulis (Plays for Performance Series),Euripides,4.02,5645,443
9591,Marcelo in the Real World,Francisco X. Stork,3.94,19542,443
9592,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,3.97,28947,443
9593,The Society of the Spectacle,Guy Debord,4.02,21354,443
9594,"This Dark Endeavor (The Apprenticeship of Victor Frankenstein, #1)",Kenneth Oppel,3.82,11918,443
9595,"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,3.73,104529,443
9596,"Comet in Moominland (The Moomins, #2)",Tove Jansson,4.24,20143,443
9597,A Face Like Glass,Frances Hardinge,4.18,8589,443
9599,"Death Note: Black Edition, Vol. 1",Tsugumi Ohba,4.48,22148,443
9600,"The Highlander's Touch (Highlander, #3)",Karen Marie Moning,4.13,33145,443
9601,Outsourced World - Seducing Goddess Durga During the Clinton Era,GRWilson,4.19,110,443
