Index,Book Name,Author,Rating,Number of Votes,Score,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
7678,castle of wizardry (the belgariad #4),David Eddings,4.17,77554,596,,,,,,,,,,,,
7679,"bad blood (the naturals, #4)",Jennifer Lynn Barnes,4.36,73921,596,,,,,,,,,,,,
7680,the bell jar,Sylvia Plath,4.06,1042198,596,,,,,,,,,,,,
7681,"the last child (johnny merrimon, #1)",John Hart,4.15,43878,595,,,,,,,,,,,,
7682,"slade (new species, #2)",Laurann Dohner,4.16,23626,595,,,,,,,,,,,,
7683,incidents in the life of a slave girl,Harriet Ann Jacobs,4.16,55037,595,,,,,,,,,,,,
7684,empire of the senseless,Kathy Acker,3.68,1461,595,,,,,,,,,,,,
7685,the cold one,Christopher Pike,3.7,1742,595,,,,,,,,,,,,
7686,running barefoot,Amy Harmon,4.3,17969,595,,,,,,,,,,,,
7687,the happy prince and other tales,Oscar Wilde,4.18,33747,595,,,,,,,,,,,,
7688,on the other hand: the little anthology of big questions,Renée Paule,4.41,75,595,,,,,,,,,,,,
7689,a newborn business: esports,Zoltan Andrejkovics,4.28,72,595,,,,,,,,,,,,
7690,exit unicorns,Cindy Brandner,3.99,1407,595,,,,,,,,,,,,
7691,"nine dragons (harry bosch, #14; harry bosch universe, #21)",Michael Connelly,4.05,53157,595,,,,,,,,,,,,
7692,finley’s way,Julie Mannino,4.61,44,595,,,,,,,,,,,,
7693,"warping minds & other misdemeanors (the guild codex: warped, #1)",Annette Marie,4.24,6533,595,,,,,,,,,,,,
7694,the timekeeper's secret (timeless fate #1),iLana Markarov,4.87,52,595,,,,,,,,,,,,
7695,before women had wings,Connie May Fowler,4.04,3897,594,,,,,,,,,,,,
7696,"jo's boys (little women, #3)",Louisa May Alcott,3.83,37644,594,,,,,,,,,,,,
7697,"sunrise (warriors: power of three, #6)",Erin Hunter,4.36,20292,594,,,,,,,,,,,,
7698,this thing of darkness,Harry Thompson,4.51,3136,594,,,,,,,,,,,,
7699,sostiene pereira,Antonio Tabucchi,4.18,31511,594,,,,,,,,,,,,
7700,"five little pigs (hercule poirot, #25)",Agatha Christie,4.03,80309,594,,,,,,,,,,,,
7701,"captured (the captive, #1)",Erica Stevens,4.02,21201,594,,,,,,,,,,,,
7702,lost boy: the true story of captain hook,Christina Henry,4.21,30363,594,,,,,,,,,,,,
7703,"neon gods (dark olympus, #1)",Katee Robert,3.7,268581,594,,,,,,,,,,,,
7704,"praying like monks, living like fools: an invitation to the wonder and mystery of prayer",Tyler Staton,4.6,9177,594,,,,,,,,,,,,
7705,little children,Tom Perrotta,3.64,32466,593,9780312315733.0,0312315732,little children,A Novel,Tom Perrotta,Fiction,http://books.google.com/books/content?id=j73yQbUYaBUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A group of young suburban parents, including a stay-at-home dad, a former feminist, and an obssessive-compulsive mom, finds its sleepy existence shattered when a convicted child molester moves back into town and two of the parents have an affair.",2004.0,3.62,355.0,25811.0
7706,"anne of windy poplars (anne of green gables, #4)",L.M. Montgomery,4.02,102271,593,,,,,,,,,,,,
7707,"without fail (jack reacher, #6)",Lee Child,4.16,110803,593,,,,,,,,,,,,
7708,not open: win the invisible spiritual culture war,Lisa Cherry,4.29,17,593,,,,,,,,,,,,
7709,"written in bone (david hunter, #2)",Simon Beckett,4.19,20444,593,,,,,,,,,,,,
7710,"skeleton key (alex rider, #3)",Anthony Horowitz,4.07,56860,593,,,,,,,,,,,,
7711,100 bible facts about jesus: the exciting way to learn,Ginger Baum,4.9,261,593,,,,,,,,,,,,
7712,capitalist realism: is there no alternative?,Mark Fisher,4.22,32176,593,,,,,,,,,,,,
7713,"first rider's call (green rider, #2)",Kristen Britain,4.22,24182,592,,,,,,,,,,,,
7714,the true meaning of smekday,Adam Rex,4.1,9782,592,,,,,,,,,,,,
7715,"catwings (catwings, #1)",Ursula K. Le Guin,4.12,9526,592,,,,,,,,,,,,
7716,the almond tree,Michelle Cohen Corasanti,4.16,7300,592,,,,,,,,,,,,
7717,"eternal rider (lords of deliverance, #1; demonica, #6)",Larissa Ione,4.18,24452,592,,,,,,,,,,,,
7718,jubal's field trip to heaven: jubal and chanan enter through the narrow gate (jubal's divine adventures #1),Dr. Baum,4.9,195,592,,,,,,,,,,,,
7719,mr. nice,Howard Marks,3.9,10564,591,,,,,,,,,,,,
7720,saint maybe,Anne Tyler,3.89,18069,591,,,,,,,,,,,,
7721,crush it!: why now is the time to cash in on your passion,Gary Vaynerchuk,3.87,33113,591,,,,,,,,,,,,
7722,"burning in water, drowning in flame",Charles Bukowski,4.06,8889,591,,,,,,,,,,,,
7723,"perfection (neighbor from hell, #2)",R.L. Mathewson,4.12,66057,591,,,,,,,,,,,,
7724,"first contact (aoleon the martian girl, #1)",Brent LeVasseur,4.06,173,591,,,,,,,,,,,,
7725,pyongyang: a journey in north korea,Guy Delisle,3.88,27425,591,,,,,,,,,,,,
7726,"passenger (passenger, #1)",Alexandra Bracken,3.76,41640,591,,,,,,,,,,,,
7727,"a curious beginning (veronica speedwell, #1)",Deanna Raybourn,3.96,51749,591,,,,,,,,,,,,
7728,my life on the road,Gloria Steinem,4.07,35970,591,,,,,,,,,,,,
7729,the magic fish,Trung Le Nguyen,4.5,26837,591,,,,,,,,,,,,
7730,in the blood,Lisa Unger,3.94,15553,591,,,,,,,,,,,,
7731,"better than the movies (better than the movies, #1)",Lynn Painter,4.29,487438,591,,,,,,,,,,,,
7733,warriors box set,Erin Hunter,4.58,6251,590,,,,,,,,,,,,
7734,chicken soup for the soul,Jack Canfield,3.95,40538,590,,,,,,,,,,,,
7735,koko,Peter Straub,3.6,9910,590,9780007103676.0,0007103670,koko,,Peter Straub,Male friendship,http://books.google.com/books/content?id=QV_XQKj4OMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Koko is Peter Straub's foray into the psychological horror of the Vietnam War.,2001.0,3.56,634.0,7586.0
7736,"cemetery dance (pendergast, #9)",Douglas Preston,4.03,29150,590,,,,,,,,,,,,
7737,"oh. my. gods. (oh. my. gods., #1)",Tera Lynn Childs,3.78,15211,589,,,,,,,,,,,,
7738,"five children and it (the psammead trilogy, #1)",E. Nesbit,3.86,27236,589,,,,,,,,,,,,
7739,"youth in revolt: the journals of nick twisp, book one",C.D. Payne,4.02,9650,589,,,,,,,,,,,,
7740,"tales from a not-so-talented pop star (dork diaries, #3)",Rachel Renée Russell,4.25,49375,589,,,,,,,,,,,,
7741,the years distilled: verses,Dennis Sharpe,4.75,32,589,,,,,,,,,,,,
7742,"the changeling (weald fae journals, #2)",Christopher Shields,4.15,356,589,,,,,,,,,,,,
7743,black elk speaks: being the life story of a holy man of the oglala sioux,John G. Neihardt,4.12,17812,589,,,,,,,,,,,,
7744,"the evolution of calpurnia tate (calpurnia tate, #1)",Jacqueline Kelly,3.99,35025,589,,,,,,,,,,,,
7745,"startide rising (the uplift saga, #2)",David Brin,4.04,32596,589,,,,,,,,,,,,
7746,"the wind through the keyhole (the dark tower, #4.5)",Stephen King,4.14,86820,589,,,,,,,,,,,,
7747,100 fun bible facts: the exciting way to learn,Ginger Baum,4.93,232,589,,,,,,,,,,,,
7748,long way home (jack mcneal #2),J.B. Turner,4.23,4631,589,,,,,,,,,,,,
7749,the falls,Joyce Carol Oates,3.6,11299,588,,,,,,,,,,,,
7750,"fatal voyage (temperance brennan, #4)",Kathy Reichs,4.05,51942,588,,,,,,,,,,,,
7751,diaspora,Greg Egan,4.11,10056,588,,,,,,,,,,,,
7752,"invincible (chronicles of nick, #2)",Sherrilyn Kenyon,4.26,26926,588,,,,,,,,,,,,
7753,"when hitler stole pink rabbit (out of the hitler time, #1)",Judith Kerr,3.99,22440,588,,,,,,,,,,,,
7754,"awakening the fire (guardian witch, #1)",Ally Shields,3.74,1198,588,,,,,,,,,,,,
7755,"awakening (the keeper, #1)",O.L. Ramos,3.81,484,588,,,,,,,,,,,,
7756,"never go back (jack reacher, #18)",Lee Child,4.09,79846,588,,,,,,,,,,,,
7757,"the traitor baru cormorant (the masquerade, #1)",Seth Dickinson,4.05,22626,588,,,,,,,,,,,,
7758,چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad,3.59,9769,588,,,,,,,,,,,,
7759,"the lions of lucerne (scot harvath, #1)",Brad Thor,4.09,43610,588,,,,,,,,,,,,
7760,"the perfect marriage (perfect, #1)",Jeneva Rose,3.97,813655,588,,,,,,,,,,,,
7761,blade of tyshalle (the acts of caine #2),Matthew Woodring Stover,4.06,5216,587,,,,,,,,,,,,
7762,the 7 habits of highly effective teens: the ultimate teenage success guide,Sean Covey,4.05,36455,587,,,,,,,,,,,,
7763,the dunwich horror and others,H.P. Lovecraft,4.19,16078,587,,,,,,,,,,,,
7764,"raven rise (pendragon, #9)",D.J. MacHale,4.2,23086,587,,,,,,,,,,,,
7765,saint joan,George Bernard Shaw,3.77,9253,587,9780140437911.0,0140437916,saint joan,,George Bernard Shaw,Drama,http://books.google.com/books/content?id=9S6eVEmCko4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",2003.0,3.79,160.0,5789.0
7766,"brother odd (odd thomas, #3)",Dean Koontz,4.01,68046,587,,,,,,,,,,,,
7767,the case of charles dexter ward,H.P. Lovecraft,4.13,21350,587,,,,,,,,,,,,
7768,"tríada (memorias de idhún, #2)",Laura Gallego García,4.15,17170,587,,,,,,,,,,,,
7769,socrates in love,Kyōichi Katayama,3.67,7272,587,,,,,,,,,,,,
7770,"lost light (harry bosch, #9; harry bosch universe, #13)",Michael Connelly,4.21,64088,587,,,,,,,,,,,,
7771,mindfulness living in the moment - living in the breath,Amit Ray,4.64,157,587,,,,,,,,,,,,
7772,"the fates divide (carve the mark, #2)",Veronica Roth,3.89,36779,587,,,,,,,,,,,,
7773,the sundial,Shirley Jackson,3.81,6748,587,,,,,,,,,,,,
7774,"cold waters (normal, alabama #1)",Debbie Herbert,3.83,17448,587,,,,,,,,,,,,
7775,in the lake of the woods,Tim O'Brien,3.76,23208,586,9780618709861.0,061870986X,in the lake of the woods,,Tim O'Brien,Fiction,http://books.google.com/books/content?id=sEQmQYilkpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Pursued by rumors of the atrocities he committed in Vietnam, a politician and his wife seek refuge in a lakeside cabin in northern Minnesota, where a mystery unfolds when the wife mysterious vanishes into the nearby wilderness. Reprint.",2006.0,3.78,303.0,14031.0
7776,"daggerspell (deverry, #1)",Katharine Kerr,3.91,16494,586,,,,,,,,,,,,
7777,"mattimeo (redwall, #3)",Brian Jacques,4.08,36146,586,,,,,,,,,,,,
7778,"wizard at large (magic kingdom of landover, #3)",Terry Brooks,3.86,16724,586,,,,,,,,,,,,
7779,"justine, or the misfortunes of virtue",Marquis de Sade,3.42,15755,586,,,,,,,,,,,,
7780,knight in shining suit,Jerilee Kaye,4.33,4046,586,,,,,,,,,,,,
7781,كليلة ودمنة,عبد الله بن المقفع,4.09,8903,586,,,,,,,,,,,,
7782,"full tilt (full tilt, #1)",Emma Scott,4.37,33698,586,,,,,,,,,,,,
7783,101 essays that will change the way you think,Brianna Wiest,3.75,54689,586,,,,,,,,,,,,
7784,the black flamingo,Dean Atta,4.35,32261,586,,,,,,,,,,,,
7785,"ensnared (brutes of bristlebrook, #1)",Rebecca Quinn,4.2,12294,586,,,,,,,,,,,,
7786,"black water (pendragon, #5)",D.J. MacHale,4.18,24524,585,,,,,,,,,,,,
7787,"the snow queen (the snow queen cycle, #1)",Joan D. Vinge,3.95,12946,585,,,,,,,,,,,,
7788,"plague of angels (the descended, #1)",John Patrick Kennedy,3.51,1104,585,,,,,,,,,,,,
7789,"until you (fall away, #2)",Penelope Douglas,4.17,60850,585,,,,,,,,,,,,
7790,"unscrupulous (the manhattanites, #1)",Avery Aster,3.7,1876,585,,,,,,,,,,,,
7791,magic america,C.E. Medford,3.82,369,585,,,,,,,,,,,,
7792,"omniscient reader’s viewpoint, vol. 1",Singshong,4.7,7954,585,,,,,,,,,,,,
7793,oblivion: stories,David Foster Wallace,4.07,15083,584,,,,,,,,,,,,
7794,graffiti moon,Cath Crowley,3.88,20075,584,,,,,,,,,,,,
7795,"elric of melniboné (the elric saga, #1)",Michael Moorcock,3.89,29078,584,,,,,,,,,,,,
7796,"the long patrol (redwall, #10)",Brian Jacques,4.14,20132,584,,,,,,,,,,,,
7797,"more than forever (more than, #4)",Jay McLean,4.44,17361,584,,,,,,,,,,,,
7798,"red notice: a true story of high finance, murder, and one man's fight for justice",Bill Browder,4.44,97809,584,,,,,,,,,,,,
7799,"the brass verdict (the lincoln lawyer, #2; harry bosch universe, #19)",Michael Connelly,4.22,86423,584,,,,,,,,,,,,
7800,"cut and run (criminal profiler, #3)",Mary Burton,4.21,28394,584,,,,,,,,,,,,
7801,"any way the wind blows (simon snow, #3)",Rainbow Rowell,4.12,57445,584,,,,,,,,,,,,
7802,roots of to-be templars (the viking's kurdish love #3),Widad Akreyi,4.69,52,584,,,,,,,,,,,,
7803,apathy and other small victories,Paul Neilan,3.82,10117,583,,,,,,,,,,,,
7804,the naked and the dead,Norman Mailer,3.95,25755,583,9780312265052.0,0312265050,the naked and the dead,"50th Anniversary Edition, With a New Introduction by the Author",Norman Mailer,Fiction,http://books.google.com/books/content?id=c66GLzQjQFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Portrays the contrasting personalities and nostalgic reminiscences of a group of World War II American soldiers engaged in a combat operation against the Japanese. Reprint. 15,000 first printing.",2000.0,3.94,721.0,20541.0
7805,"the stolen throne (dragon age, #1)",David Gaider,3.74,9626,583,,,,,,,,,,,,
7806,the dead of night: the ghost stories of oliver onions,Oliver Onions,3.87,217,583,,,,,,,,,,,,
7807,"at peace (the 'burg, #2)",Kristen Ashley,4.46,30100,583,,,,,,,,,,,,
7808,the wall,Marlen Haushofer,4.03,21392,583,9780394756967.0,0394756967,the wall,,John Hersey,Fiction,http://books.google.com/books/content?id=r5VBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Combines factual history and fictional details to relate the motives, impulses, and deeds of individuals in the Warsaw ghetto during the Nazi persecution",1988.0,4.28,640.0,1784.0
7809,ديوان الإمام الشافعي,محمد بن إدريس الشافعي,4.45,5102,583,,,,,,,,,,,,
7810,adam bede,George Eliot,3.82,25719,583,,,,,,,,,,,,
7811,"undressed (the manhattanites, #2)",Avery Aster,3.63,2293,583,,,,,,,,,,,,
7812,dream of the red chamber,Cao Xueqin,4.18,5550,583,,,,,,,,,,,,
7813,"criminal (will trent, #6)",Karin Slaughter,4.27,61607,583,,,,,,,,,,,,
7814,give me tomorrow: the korean war's greatest untold story,Patrick K. O'Donnell,3.94,2096,583,,,,,,,,,,,,
7815,"every breath you take: a true story of obsession, revenge, and murder",Ann Rule,4.03,8218,582,,,,,,,,,,,,
7816,"lasher (lives of the mayfair witches, #2)",Anne Rice,3.88,63563,582,,,,,,,,,,,,
7817,look me in the eye,John Elder Robison,3.92,68508,582,,,,,,,,,,,,
7818,"the urth of the new sun (the book of the new sun, #5)",Gene Wolfe,4.05,8028,582,,,,,,,,,,,,
7819,"demons at deadnight (divinicus nex chronicles, #1)",A. Kirk,4.11,8631,582,,,,,,,,,,,,
7820,"crookedstar's promise (warriors super edition, #4)",Erin Hunter,4.56,11802,582,,,,,,,,,,,,
7821,ballet shoes,Noel Streatfeild,4.07,37034,582,9780679847595.0,0679847596,ballet shoes,,Noel Streatfeild,Juvenile Fiction,http://books.google.com/books/content?id=0UvIaTS6wysC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a classic children's story, three unsinkable orphans, believing that they are destined for greatness, set out to make their marks in the world of show business. Reprint.",1993.0,4.07,233.0,28222.0
7821,ballet shoes,Noel Streatfeild,4.07,37034,582,9781842552476.0,1842552473,ballet shoes,,Noel Streatfeild,Ballet,http://books.google.com/books/content?id=2oM8PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Determined to make a name for themselves, three adopted sisters living in London train for the ballet and the stage and in the process discover that each has a special talent.",2004.0,4.07,184.0,206.0
7822,rocket boys (coalwood #1),Homer Hickam,4.19,22764,582,,,,,,,,,,,,
7823,"arks of octava (scribbler guardian, #1)",Lucian Bane,4.26,303,582,,,,,,,,,,,,
7824,"story thieves (story thieves, #1)",James Riley,3.95,11006,582,,,,,,,,,,,,
7825,tweet cute,Emma Lord,3.89,76538,582,,,,,,,,,,,,
7826,"it ends with us (it ends with us, #1)",Colleen Hoover,4.14,3919936,582,,,,,,,,,,,,
7827,"all that’s left in the world (all that's left in the world, #1)",Erik J. Brown,4.23,33379,582,,,,,,,,,,,,
7828,the house on the strand,Daphne du Maurier,3.83,13400,582,,,,,,,,,,,,
7829,have space suit—will travel,Robert A. Heinlein,3.92,30604,581,,,,,,,,,,,,
7830,endgame & act without words,Samuel Beckett,3.92,11003,581,,,,,,,,,,,,
7831,"killers of the dawn (cirque du freak, #9)",Darren Shan,4.22,26840,581,,,,,,,,,,,,
7832,the heretic's daughter,Kathleen Kent,3.79,36449,581,,,,,,,,,,,,
7833,"vampire trinity (vampire queen, #6)",Joey W. Hill,4.4,1437,581,,,,,,,,,,,,
7834,the inheritance cycle (the inheritance cycle #1-4),Christopher Paolini,4.54,13054,581,,,,,,,,,,,,
7835,incendies,Wajdi Mouawad,4.37,9605,581,,,,,,,,,,,,
7836,"forever black (forever, #1)",Sandi Lynn,3.98,31220,581,,,,,,,,,,,,
7837,"until friday night (the field party, #1)",Abbi Glines,3.87,66481,581,,,,,,,,,,,,
7838,"alone with the horrors: the great short fiction, 1961-1991",Ramsey Campbell,3.95,1421,581,,,,,,,,,,,,
7839,"una corte de niebla y furia (una corte de rosas y espinas, #2)",Sarah J. Maas,4.65,2391993,581,,,,,,,,,,,,
7840,"once upon a marigold (upon a marigold, #1)",Jean Ferris,4.01,24807,580,,,,,,,,,,,,
7841,the shepherd of the hills,Harold Bell Wright,4.22,3484,580,,,,,,,,,,,,
7842,an irish country doctor (irish country #1),Patrick Taylor,3.9,19922,580,,,,,,,,,,,,
7843,the forgotten beasts of eld,Patricia A. McKillip,4.07,19559,580,,,,,,,,,,,,
7844,sin city volume 1: the hard goodbye,Frank Miller,4.17,66535,580,,,,,,,,,,,,
7845,genome: the autobiography of a species in 23 chapters,Matt Ridley,4.06,27122,580,,,,,,,,,,,,
7846,memoirs of an imaginary friend,Matthew Dicks,4.14,34833,580,,,,,,,,,,,,
7847,"undivided (unwind, #4)",Neal Shusterman,4.46,28899,580,,,,,,,,,,,,
7848,"the finisher (vega jane, #1)",David Baldacci,3.82,17718,580,,,,,,,,,,,,
7849,in praise of shadows,Jun'ichirō Tanizaki,4.02,25799,580,,,,,,,,,,,,
7850,"personal (jack reacher, #19)",Lee Child,3.98,77917,580,,,,,,,,,,,,
7851,little fires everywhere,Celeste Ng,4.07,1225100,580,,,,,,,,,,,,
7852,"the spanish love deception (spanish love deception, #1)",Elena Armas,3.82,734809,580,,,,,,,,,,,,
7853,a monster calls,Patrick Ness,4.35,273314,580,,,,,,,,,,,,
7855,all the ways we said goodbye,Beatriz Williams,4.03,21220,580,,,,,,,,,,,,
